,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
7038,1202006003016101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7039,1202006003016101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7040,1202006003019801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7041,1202006003019801,NGO,NGO,NO,,,,,,,,,,
7042,1202006003019801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7043,1202006003019801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7044,1202006003019801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7045,1202006003020002,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7046,1202006003020002,NGO,NGO,NO,,,,,,,,,,
7047,1202006003020002,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7048,1202006003020002,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7049,1202006003020002,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7050,1202008001006801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7051,1202008001006801,NGO,NGO,NO,,,,,,,,,,
7052,1202008001006801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7053,1202008001006801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7054,1202008001006801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7055,1202008001009201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7056,1202008001009201,NGO,NGO,NO,,,,,,,,,,
7057,1202008001009201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7058,1202008001009201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7059,1202008001009201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7060,1202008001009203,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7061,1202008001009203,NGO,NGO,NO,,,,,,,,,,
7062,1202008001009203,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7063,1202008001009203,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7064,1202008001009203,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7065,1202008001017501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7066,1202008001017501,NGO,NGO,NO,,,,,,,,,,
7067,1202008001017501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7068,1202008001017501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7069,1202008001017501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7070,1202008001017503,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7071,1202008001017503,NGO,NGO,NO,,,,,,,,,,
7072,1202008001017503,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7073,1202008001017503,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7074,1202008001017503,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7075,1202008001018801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,YES,YES,GOOD,NO,,2.0
7076,1202008001018801,NGO,NGO,NO,,,,,,,,,,
7077,1202008001018801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,NO,NO,NO,NO,YES,NO,GOOD,NO,,3.0
7078,1202008001018801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7079,1202008001018801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7080,1202008001030001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7081,1202008001030001,NGO,NGO,NO,,,,,,,,,,
7082,1202008001030001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7083,1202008001030001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7084,1202008001030001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7085,1202008001032201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7086,1202008001032201,NGO,NGO,NO,,,,,,,,,,
7087,1202008001032201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7088,1202008001032201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7089,1202008001032201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7090,1202008001041101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7091,1202008001041101,NGO,NGO,NO,,,,,,,,,,
7092,1202008001041101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7093,1202008001041101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7094,1202008001041101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7095,1202008001055701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7096,1202008001055701,NGO,NGO,NO,,,,,,,,,,
7097,1202008001055701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7098,1202008001055701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7099,1202008001055701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7100,1203003001032001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7101,1203003001032001,NGO,NGO,NO,,,,,,,,,,
7102,1203003001032001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7103,1203003001032001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7104,1203003001032001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7105,1203003001033901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7106,1203003001033901,NGO,NGO,NO,,,,,,,,,,
7107,1203003001033901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7108,1203003001033901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7109,1203003001033901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7110,1203003001085701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7111,1203003001085701,NGO,NGO,NO,,,,,,,,,,
7112,1203003001085701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7113,1203003001085701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7114,1203003001085701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7115,1203003001098101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7116,1203003001098101,NGO,NGO,NO,,,,,,,,,,
7117,1203003001098101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7118,1203003001098101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7119,1203003001098101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7120,1203003001125101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7121,1203003001125101,NGO,NGO,NO,,,,,,,,,,
7122,1203003001125101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7123,1203003001125101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7124,1203003001125101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7125,1203003001125103,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7126,1203003001125103,NGO,NGO,NO,,,,,,,,,,
7127,1203003001125103,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7128,1203003001125103,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7129,1203003001125103,OTHER,"NYINGINE, TAJA",YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
7130,1203003001126601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7131,1203003001126601,NGO,NGO,NO,,,,,,,,,,
7132,1203003001126601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7133,1203003001126601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7134,1203003001126601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7135,1203003001141701,GOVERNMENT EXTENSION,SERIKALI,YES,NO,NO,NO,NO,YES,YES,AVERAGE,YES,10000.0,3.0
7136,1203003001141701,NGO,NGO,NO,,,,,,,,,,
7137,1203003001141701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7138,1203003001141701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7139,1203003001141701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7140,1203015002004801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7141,1203015002004801,NGO,NGO,NO,,,,,,,,,,
7142,1203015002004801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7143,1203015002004801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7144,1203015002004801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7145,1203015002009901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7146,1203015002009901,NGO,NGO,NO,,,,,,,,,,
7147,1203015002009901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7148,1203015002009901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7149,1203015002009901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7150,1203015002013601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7151,1203015002013601,NGO,NGO,NO,,,,,,,,,,
7152,1203015002013601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7153,1203015002013601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7154,1203015002013601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7155,1203015002015501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7156,1203015002015501,NGO,NGO,NO,,,,,,,,,,
7157,1203015002015501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7158,1203015002015501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7159,1203015002015501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7160,1203015002015801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7161,1203015002015801,NGO,NGO,NO,,,,,,,,,,
7162,1203015002015801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7163,1203015002015801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7164,1203015002015801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7165,1203015002015803,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,2.0
7166,1203015002015803,NGO,NGO,NO,,,,,,,,,,
7167,1203015002015803,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7168,1203015002015803,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7169,1203015002015803,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7170,1203015002022501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7171,1203015002022501,NGO,NGO,NO,,,,,,,,,,
7172,1203015002022501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7173,1203015002022501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7174,1203015002022501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7175,1203015002022504,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7176,1203015002022504,NGO,NGO,NO,,,,,,,,,,
7177,1203015002022504,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7178,1203015002022504,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7179,1203015002022504,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7180,1203015002022505,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7181,1203015002022505,NGO,NGO,NO,,,,,,,,,,
7182,1203015002022505,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7183,1203015002022505,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7184,1203015002022505,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7185,1203015002024201,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,YES,YES,AVERAGE,YES,5000.0,1.0
7186,1203015002024201,NGO,NGO,NO,,,,,,,,,,
7187,1203015002024201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7188,1203015002024201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7189,1203015002024201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7190,1203015002024205,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7191,1203015002024205,NGO,NGO,NO,,,,,,,,,,
7192,1203015002024205,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7193,1203015002024205,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7194,1203015002024205,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7195,1203015002024207,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7196,1203015002024207,NGO,NGO,NO,,,,,,,,,,
7197,1203015002024207,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7198,1203015002024207,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7199,1203015002024207,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7200,1203015002026001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7201,1203015002026001,NGO,NGO,NO,,,,,,,,,,
7202,1203015002026001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7203,1203015002026001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7204,1203015002026001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7205,1204007004011401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7206,1204007004011401,NGO,NGO,NO,,,,,,,,,,
7207,1204007004011401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,10.0
7208,1204007004011401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7209,1204007004011401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7210,1204007004011601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7211,1204007004011601,NGO,NGO,NO,,,,,,,,,,
7212,1204007004011601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7213,1204007004011601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7214,1204007004011601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7215,1204007004015501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7216,1204007004015501,NGO,NGO,NO,,,,,,,,,,
7217,1204007004015501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7218,1204007004015501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7219,1204007004015501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7220,1204007004016801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,YES,YES,GOOD,NO,,4.0
7221,1204007004016801,NGO,NGO,YES,YES,NO,NO,NO,YES,YES,GOOD,NO,,10.0
7222,1204007004016801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,5.0
7223,1204007004016801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7224,1204007004016801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7225,1204007004028001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7226,1204007004028001,NGO,NGO,NO,,,,,,,,,,
7227,1204007004028001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7228,1204007004028001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7229,1204007004028001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7230,1204007004030301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7231,1204007004030301,NGO,NGO,NO,,,,,,,,,,
7232,1204007004030301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7233,1204007004030301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7234,1204007004030301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7235,1204007004034701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7236,1204007004034701,NGO,NGO,NO,,,,,,,,,,
7237,1204007004034701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7238,1204007004034701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7239,1204007004034701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7240,1204025007004701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7241,1204025007004701,NGO,NGO,NO,,,,,,,,,,
7242,1204025007004701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7243,1204025007004701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7244,1204025007004701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7245,1204025007009201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7246,1204025007009201,NGO,NGO,NO,,,,,,,,,,
7247,1204025007009201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7248,1204025007009201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7249,1204025007009201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7250,1204025007010801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7251,1204025007010801,NGO,NGO,NO,,,,,,,,,,
7252,1204025007010801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7253,1204025007010801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7254,1204025007010801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7255,1204025007017801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7256,1204025007017801,NGO,NGO,NO,,,,,,,,,,
7257,1204025007017801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7258,1204025007017801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7259,1204025007017801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7260,1204025007021901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7261,1204025007021901,NGO,NGO,NO,,,,,,,,,,
7262,1204025007021901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,NO,NO,NO,NO,NO,YES,GOOD,YES,300.0,2.0
7263,1204025007021901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7264,1204025007021901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7265,1204025007023801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7266,1204025007023801,NGO,NGO,NO,,,,,,,,,,
7267,1204025007023801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7268,1204025007023801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7269,1204025007023801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7270,1204025007025701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7271,1204025007025701,NGO,NGO,NO,,,,,,,,,,
7272,1204025007025701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7273,1204025007025701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7274,1204025007025701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7275,1204025007040101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7276,1204025007040101,NGO,NGO,NO,,,,,,,,,,
7277,1204025007040101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7278,1204025007040101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7279,1204025007040101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7280,1204029002006801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7281,1204029002006801,NGO,NGO,NO,,,,,,,,,,
7282,1204029002006801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7283,1204029002006801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7284,1204029002006801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7285,1204029002009201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7286,1204029002009201,NGO,NGO,NO,,,,,,,,,,
7287,1204029002009201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7288,1204029002009201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7289,1204029002009201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7290,1204029002017501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7291,1204029002017501,NGO,NGO,NO,,,,,,,,,,
7292,1204029002017501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7293,1204029002017501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7294,1204029002017501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7295,1204029002018801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7296,1204029002018801,NGO,NGO,NO,,,,,,,,,,
7297,1204029002018801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7298,1204029002018801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7299,1204029002018801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7300,1204029002030001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7301,1204029002030001,NGO,NGO,NO,,,,,,,,,,
7302,1204029002030001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7303,1204029002030001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7304,1204029002030001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7305,1204029002032201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7306,1204029002032201,NGO,NGO,NO,,,,,,,,,,
7307,1204029002032201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7308,1204029002032201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7309,1204029002032201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7310,1204029002041101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7311,1204029002041101,NGO,NGO,NO,,,,,,,,,,
7312,1204029002041101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7313,1204029002041101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
7314,1204029002041101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
7315,1204029002065201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
7316,1204029002065201,NGO,NGO,NO,,,,,,,,,,
7317,1204029002065201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
7318,1204029002065201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
